order_id,order_date,customer_id,gender,age_group,product_id,product_name,category,unit_price,quantity,amount
O00421,2024-07-03,C103,female,20s,P01,T-shirt,Tops,2900,1,2900
O00422,2024-07-04,C032,male,50+,P11,Denim Jacket,Outerwear,9800,1,9800
O00422,2024-07-04,C032,male,50+,P14,Sneakers,Shoes,8900,1,8900
O00422,2024-07-04,C032,male,50+,P20,Cap,Accessories,2400,1,2400
O00423,2024-07-04,C062,female,20s,P01,T-shirt,Tops,2900,1,2900
O00424,2024-07-05,C045,female,20s,P04,Hoodie,Tops,5900,2,11800
O00424,2024-07-05,C045,female,20s,P11,Denim Jacket,Outerwear,9800,1,9800
O00425,2024-07-05,C121,female,50+,P08,Chino Pants,Bottoms,5900,1,5900
O00426,2024-07-06,C041,female,20s,P06,Wide Pants,Bottoms,6900,1,6900
O00426,2024-07-06,C041,female,20s,P18,Shoulder Bag,Bags,9800,2,19600
O00427,2024-07-07,C015,female,30s,P13,Knit Dress,Dresses,9900,1,9900
O00427,2024-07-07,C015,female,30s,P21,Socks Set,Accessories,1500,1,1500
O00428,2024-07-07,C042,female,20s,P21,Socks Set,Accessories,1500,1,1500
O00429,2024-07-08,C004,female,30s,P08,Chino Pants,Bottoms,5900,1,5900
O00429,2024-07-08,C004,female,30s,P17,Tote Bag,Bags,6900,1,6900
O00430,2024-07-08,C075,female,20s,P12,Shirt Dress,Dresses,8900,1,8900
O00430,2024-07-08,C075,female,20s,P20,Cap,Accessories,2400,1,2400
O00431,2024-07-08,C100,female,40s,P01,T-shirt,Tops,2900,1,2900
O00431,2024-07-08,C100,female,40s,P06,Wide Pants,Bottoms,6900,1,6900
O00432,2024-07-08,C110,male,40s,P01,T-shirt,Tops,2900,1,2900
O00432,2024-07-08,C110,male,40s,P20,Cap,Accessories,2400,1,2400
O00433,2024-07-09,C018,female,40s,P01,T-shirt,Tops,2900,1,2900
O00433,2024-07-09,C018,female,40s,P06,Wide Pants,Bottoms,6900,1,6900
O00433,2024-07-09,C018,female,40s,P14,Sneakers,Shoes,8900,2,17800
O00434,2024-07-09,C028,female,20s,P01,T-shirt,Tops,2900,2,5800
O00435,2024-07-10,C076,male,40s,P21,Socks Set,Accessories,1500,1,1500
O00436,2024-07-10,C101,female,20s,P05,Skinny Denim,Bottoms,7900,1,7900
O00436,2024-07-10,C101,female,20s,P06,Wide Pants,Bottoms,6900,1,6900
O00437,2024-07-11,C018,female,40s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00437,2024-07-11,C018,female,40s,P15,Loafers,Shoes,11800,1,11800
O00438,2024-07-11,C025,female,20s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00439,2024-07-11,C027,female,40s,P06,Wide Pants,Bottoms,6900,1,6900
O00440,2024-07-11,C064,female,40s,P18,Shoulder Bag,Bags,9800,1,9800
O00441,2024-07-12,C027,female,40s,P01,T-shirt,Tops,2900,1,2900
O00441,2024-07-12,C027,female,40s,P05,Skinny Denim,Bottoms,7900,1,7900
O00442,2024-07-12,C103,female,20s,P11,Denim Jacket,Outerwear,9800,1,9800
O00442,2024-07-12,C103,female,20s,P14,Sneakers,Shoes,8900,1,8900
O00443,2024-07-13,C053,female,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00444,2024-07-13,C076,male,40s,P08,Chino Pants,Bottoms,5900,1,5900
O00445,2024-07-14,C076,male,40s,P14,Sneakers,Shoes,8900,1,8900
O00446,2024-07-14,C076,male,40s,P21,Socks Set,Accessories,1500,1,1500
O00447,2024-07-15,C032,male,50+,P01,T-shirt,Tops,2900,1,2900
O00447,2024-07-15,C032,male,50+,P03,Blouse,Tops,4900,1,4900
O00447,2024-07-15,C032,male,50+,P06,Wide Pants,Bottoms,6900,1,6900
O00448,2024-07-16,C124,male,40s,P14,Sneakers,Shoes,8900,1,8900
O00449,2024-07-17,C022,male,20s,P11,Denim Jacket,Outerwear,9800,1,9800
O00450,2024-07-18,C007,male,50+,P03,Blouse,Tops,4900,1,4900
O00450,2024-07-18,C007,male,50+,P07,Pleated Skirt,Bottoms,5900,1,5900
O00451,2024-07-18,C076,male,40s,P01,T-shirt,Tops,2900,1,2900
O00451,2024-07-18,C076,male,40s,P14,Sneakers,Shoes,8900,1,8900
O00452,2024-07-19,C055,female,30s,P01,T-shirt,Tops,2900,1,2900
O00453,2024-07-19,C057,female,40s,P03,Blouse,Tops,4900,2,9800
O00454,2024-07-19,C098,female,20s,P15,Loafers,Shoes,11800,2,23600
O00454,2024-07-19,C098,female,20s,P17,Tote Bag,Bags,6900,1,6900
O00455,2024-07-20,C011,female,40s,P01,T-shirt,Tops,2900,1,2900
O00456,2024-07-20,C047,female,20s,P21,Socks Set,Accessories,1500,1,1500
O00457,2024-07-20,C131,female,40s,P08,Chino Pants,Bottoms,5900,1,5900
O00458,2024-07-21,C099,female,30s,P01,T-shirt,Tops,2900,1,2900
O00458,2024-07-21,C099,female,30s,P04,Hoodie,Tops,5900,1,5900
O00459,2024-07-22,C070,female,20s,P20,Cap,Accessories,2400,1,2400
O00460,2024-07-22,C102,male,30s,P15,Loafers,Shoes,11800,1,11800
O00461,2024-07-23,C003,female,40s,P03,Blouse,Tops,4900,1,4900
O00462,2024-07-23,C010,female,10s,P06,Wide Pants,Bottoms,6900,1,6900
O00462,2024-07-23,C010,female,10s,P18,Shoulder Bag,Bags,9800,1,9800
O00463,2024-07-23,C014,female,10s,P04,Hoodie,Tops,5900,1,5900
O00464,2024-07-23,C102,male,30s,P06,Wide Pants,Bottoms,6900,1,6900
O00464,2024-07-23,C102,male,30s,P16,Ankle Boots,Shoes,13800,1,13800
O00465,2024-07-24,C024,female,30s,P01,T-shirt,Tops,2900,1,2900
O00465,2024-07-24,C024,female,30s,P08,Chino Pants,Bottoms,5900,1,5900
O00465,2024-07-24,C024,female,30s,P14,Sneakers,Shoes,8900,1,8900
O00466,2024-07-24,C049,female,30s,P01,T-shirt,Tops,2900,1,2900
O00467,2024-07-24,C057,female,40s,P05,Skinny Denim,Bottoms,7900,1,7900
O00468,2024-07-24,C068,female,20s,P17,Tote Bag,Bags,6900,1,6900
O00469,2024-07-27,C014,female,10s,P05,Skinny Denim,Bottoms,7900,1,7900
O00469,2024-07-27,C014,female,10s,P06,Wide Pants,Bottoms,6900,1,6900
O00470,2024-07-27,C074,male,20s,P14,Sneakers,Shoes,8900,1,8900
O00471,2024-07-28,C074,male,20s,P11,Denim Jacket,Outerwear,9800,1,9800
O00472,2024-07-29,C031,female,20s,P01,T-shirt,Tops,2900,1,2900
O00472,2024-07-29,C031,female,20s,P17,Tote Bag,Bags,6900,1,6900
O00472,2024-07-29,C031,female,20s,P20,Cap,Accessories,2400,1,2400
O00473,2024-07-29,C074,male,20s,P04,Hoodie,Tops,5900,1,5900
O00474,2024-07-29,C103,female,20s,P01,T-shirt,Tops,2900,1,2900
O00474,2024-07-29,C103,female,20s,P14,Sneakers,Shoes,8900,1,8900
O00475,2024-07-29,C109,female,20s,P05,Skinny Denim,Bottoms,7900,1,7900
O00476,2024-07-30,C041,female,20s,P01,T-shirt,Tops,2900,1,2900
O00477,2024-07-30,C127,male,30s,P01,T-shirt,Tops,2900,1,2900
O00477,2024-07-30,C127,male,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00478,2024-07-31,C150,female,30s,P06,Wide Pants,Bottoms,6900,2,13800
O00479,2024-08-01,C002,male,50+,P09,Trench Coat,Outerwear,24800,1,24800
O00480,2024-08-03,C039,female,20s,P03,Blouse,Tops,4900,1,4900
O00481,2024-08-04,C012,female,10s,P05,Skinny Denim,Bottoms,7900,1,7900
O00481,2024-08-04,C012,female,10s,P08,Chino Pants,Bottoms,5900,1,5900
O00481,2024-08-04,C012,female,10s,P20,Cap,Accessories,2400,1,2400
O00482,2024-08-04,C096,female,10s,P01,T-shirt,Tops,2900,1,2900
O00482,2024-08-04,C096,female,10s,P05,Skinny Denim,Bottoms,7900,1,7900
O00482,2024-08-04,C096,female,10s,P06,Wide Pants,Bottoms,6900,1,6900
O00483,2024-08-05,C051,male,40s,P20,Cap,Accessories,2400,1,2400
O00484,2024-08-06,C074,male,20s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00485,2024-08-06,C103,female,20s,P20,Cap,Accessories,2400,1,2400
O00486,2024-08-06,C113,female,20s,P01,T-shirt,Tops,2900,1,2900
O00487,2024-08-09,C014,female,10s,P01,T-shirt,Tops,2900,1,2900
O00487,2024-08-09,C014,female,10s,P03,Blouse,Tops,4900,1,4900
O00487,2024-08-09,C014,female,10s,P19,Scarf,Accessories,2900,1,2900
O00488,2024-08-11,C016,female,40s,P03,Blouse,Tops,4900,1,4900
O00488,2024-08-11,C016,female,40s,P05,Skinny Denim,Bottoms,7900,1,7900
O00488,2024-08-11,C016,female,40s,P08,Chino Pants,Bottoms,5900,2,11800
O00489,2024-08-13,C033,male,40s,P06,Wide Pants,Bottoms,6900,1,6900
O00489,2024-08-13,C033,male,40s,P12,Shirt Dress,Dresses,8900,1,8900
O00490,2024-08-15,C021,female,30s,P04,Hoodie,Tops,5900,1,5900
O00490,2024-08-15,C021,female,30s,P18,Shoulder Bag,Bags,9800,1,9800
O00491,2024-08-16,C074,male,20s,P17,Tote Bag,Bags,6900,2,13800
O00492,2024-08-17,C042,female,20s,P01,T-shirt,Tops,2900,1,2900
O00492,2024-08-17,C042,female,20s,P18,Shoulder Bag,Bags,9800,1,9800
O00493,2024-08-17,C068,female,20s,P01,T-shirt,Tops,2900,1,2900
O00494,2024-08-18,C021,female,30s,P01,T-shirt,Tops,2900,2,5800
O00494,2024-08-18,C021,female,30s,P18,Shoulder Bag,Bags,9800,1,9800
O00495,2024-08-18,C032,male,50+,P01,T-shirt,Tops,2900,1,2900
O00495,2024-08-18,C032,male,50+,P11,Denim Jacket,Outerwear,9800,1,9800
O00496,2024-08-18,C043,female,20s,P12,Shirt Dress,Dresses,8900,1,8900
O00497,2024-08-18,C072,female,40s,P13,Knit Dress,Dresses,9900,1,9900
O00497,2024-08-18,C072,female,40s,P21,Socks Set,Accessories,1500,1,1500
O00498,2024-08-19,C021,female,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00499,2024-08-20,C033,male,40s,P19,Scarf,Accessories,2900,1,2900
O00499,2024-08-20,C033,male,40s,P20,Cap,Accessories,2400,1,2400
O00500,2024-08-21,C033,male,40s,P18,Shoulder Bag,Bags,9800,1,9800
O00501,2024-08-22,C036,female,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00502,2024-08-24,C018,female,40s,P18,Shoulder Bag,Bags,9800,1,9800
O00503,2024-08-24,C064,female,40s,P01,T-shirt,Tops,2900,1,2900
O00503,2024-08-24,C064,female,40s,P18,Shoulder Bag,Bags,9800,1,9800
O00504,2024-08-25,C036,female,30s,P01,T-shirt,Tops,2900,1,2900
O00504,2024-08-25,C036,female,30s,P17,Tote Bag,Bags,6900,1,6900
O00505,2024-08-30,C024,female,30s,P17,Tote Bag,Bags,6900,1,6900
O00505,2024-08-30,C024,female,30s,P20,Cap,Accessories,2400,1,2400
O00506,2024-08-30,C127,male,30s,P01,T-shirt,Tops,2900,1,2900
O00506,2024-08-30,C127,male,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00506,2024-08-30,C127,male,30s,P15,Loafers,Shoes,11800,1,11800
O00507,2024-08-30,C137,female,30s,P06,Wide Pants,Bottoms,6900,1,6900
O00508,2024-09-01,C010,female,10s,P03,Blouse,Tops,4900,1,4900
O00508,2024-09-01,C010,female,10s,P04,Hoodie,Tops,5900,1,5900
O00508,2024-09-01,C010,female,10s,P15,Loafers,Shoes,11800,1,11800
O00509,2024-09-01,C100,female,40s,P06,Wide Pants,Bottoms,6900,1,6900
O00510,2024-09-02,C012,female,10s,P20,Cap,Accessories,2400,2,4800
O00511,2024-09-02,C026,male,30s,P01,T-shirt,Tops,2900,1,2900
O00512,2024-09-02,C073,male,20s,P01,T-shirt,Tops,2900,1,2900
O00512,2024-09-02,C073,male,20s,P03,Blouse,Tops,4900,1,4900
O00513,2024-09-03,C013,female,20s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00513,2024-09-03,C013,female,20s,P21,Socks Set,Accessories,1500,1,1500
O00514,2024-09-03,C021,female,30s,P04,Hoodie,Tops,5900,1,5900
O00514,2024-09-03,C021,female,30s,P14,Sneakers,Shoes,8900,1,8900
O00515,2024-09-03,C028,female,20s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00516,2024-09-03,C032,male,50+,P10,Down Jacket,Outerwear,19800,1,19800
O00516,2024-09-03,C032,male,50+,P15,Loafers,Shoes,11800,1,11800
O00517,2024-09-03,C054,male,10s,P05,Skinny Denim,Bottoms,7900,2,15800
O00517,2024-09-03,C054,male,10s,P10,Down Jacket,Outerwear,19800,2,39600
O00518,2024-09-04,C063,female,50+,P14,Sneakers,Shoes,8900,1,8900
O00518,2024-09-04,C063,female,50+,P17,Tote Bag,Bags,6900,2,13800
O00519,2024-09-06,C070,female,20s,P04,Hoodie,Tops,5900,1,5900
O00519,2024-09-06,C070,female,20s,P14,Sneakers,Shoes,8900,1,8900
O00520,2024-09-07,C098,female,20s,P03,Blouse,Tops,4900,1,4900
O00521,2024-09-08,C009,female,50+,P09,Trench Coat,Outerwear,24800,1,24800
O00522,2024-09-09,C026,male,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00522,2024-09-09,C026,male,30s,P08,Chino Pants,Bottoms,5900,2,11800
O00523,2024-09-10,C100,female,40s,P08,Chino Pants,Bottoms,5900,1,5900
O00523,2024-09-10,C100,female,40s,P19,Scarf,Accessories,2900,1,2900
O00524,2024-09-11,C099,female,30s,P11,Denim Jacket,Outerwear,9800,1,9800
O00525,2024-09-13,C018,female,40s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00525,2024-09-13,C018,female,40s,P16,Ankle Boots,Shoes,13800,1,13800
O00526,2024-09-14,C001,male,10s,P06,Wide Pants,Bottoms,6900,1,6900
O00526,2024-09-14,C001,male,10s,P21,Socks Set,Accessories,1500,1,1500
O00527,2024-09-15,C005,female,20s,P01,T-shirt,Tops,2900,1,2900
O00527,2024-09-15,C005,female,20s,P19,Scarf,Accessories,2900,1,2900
O00528,2024-09-15,C030,female,10s,P19,Scarf,Accessories,2900,1,2900
O00529,2024-09-15,C036,female,30s,P08,Chino Pants,Bottoms,5900,1,5900
O00529,2024-09-15,C036,female,30s,P10,Down Jacket,Outerwear,19800,1,19800
O00529,2024-09-15,C036,female,30s,P14,Sneakers,Shoes,8900,1,8900
O00530,2024-09-15,C098,female,20s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00530,2024-09-15,C098,female,20s,P19,Scarf,Accessories,2900,1,2900
O00530,2024-09-15,C098,female,20s,P20,Cap,Accessories,2400,1,2400
O00531,2024-09-15,C103,female,20s,P08,Chino Pants,Bottoms,5900,1,5900
O00531,2024-09-15,C103,female,20s,P09,Trench Coat,Outerwear,24800,1,24800
O00531,2024-09-15,C103,female,20s,P20,Cap,Accessories,2400,1,2400
O00532,2024-09-16,C127,male,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00532,2024-09-16,C127,male,30s,P14,Sneakers,Shoes,8900,1,8900
O00533,2024-09-17,C004,female,30s,P03,Blouse,Tops,4900,1,4900
O00533,2024-09-17,C004,female,30s,P14,Sneakers,Shoes,8900,1,8900
O00534,2024-09-17,C023,female,20s,P08,Chino Pants,Bottoms,5900,1,5900
O00535,2024-09-17,C037,female,40s,P14,Sneakers,Shoes,8900,1,8900
O00536,2024-09-17,C046,female,30s,P03,Blouse,Tops,4900,1,4900
O00536,2024-09-17,C046,female,30s,P06,Wide Pants,Bottoms,6900,1,6900
O00536,2024-09-17,C046,female,30s,P15,Loafers,Shoes,11800,1,11800
O00537,2024-09-18,C098,female,20s,P15,Loafers,Shoes,11800,2,23600
O00537,2024-09-18,C098,female,20s,P18,Shoulder Bag,Bags,9800,1,9800
O00537,2024-09-18,C098,female,20s,P20,Cap,Accessories,2400,1,2400
O00538,2024-09-19,C100,female,40s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00538,2024-09-19,C100,female,40s,P15,Loafers,Shoes,11800,1,11800
O00538,2024-09-19,C100,female,40s,P20,Cap,Accessories,2400,1,2400
O00539,2024-09-19,C104,male,10s,P01,T-shirt,Tops,2900,1,2900
O00539,2024-09-19,C104,male,10s,P08,Chino Pants,Bottoms,5900,1,5900
O00539,2024-09-19,C104,male,10s,P20,Cap,Accessories,2400,1,2400
O00540,2024-09-20,C003,female,40s,P05,Skinny Denim,Bottoms,7900,1,7900
O00540,2024-09-20,C003,female,40s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00541,2024-09-20,C028,female,20s,P12,Shirt Dress,Dresses,8900,1,8900
O00541,2024-09-20,C028,female,20s,P15,Loafers,Shoes,11800,1,11800
O00541,2024-09-20,C028,female,20s,P20,Cap,Accessories,2400,1,2400
O00542,2024-09-20,C048,male,20s,P04,Hoodie,Tops,5900,1,5900
O00542,2024-09-20,C048,male,20s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00542,2024-09-20,C048,male,20s,P17,Tote Bag,Bags,6900,1,6900
O00543,2024-09-21,C014,female,10s,P04,Hoodie,Tops,5900,1,5900
O00543,2024-09-21,C014,female,10s,P14,Sneakers,Shoes,8900,1,8900
O00544,2024-09-21,C043,female,20s,P16,Ankle Boots,Shoes,13800,1,13800
O00544,2024-09-21,C043,female,20s,P20,Cap,Accessories,2400,2,4800
O00545,2024-09-21,C101,female,20s,P12,Shirt Dress,Dresses,8900,1,8900
O00546,2024-09-21,C102,male,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00546,2024-09-21,C102,male,30s,P11,Denim Jacket,Outerwear,9800,1,9800
O00546,2024-09-21,C102,male,30s,P17,Tote Bag,Bags,6900,2,13800
O00547,2024-09-22,C131,female,40s,P08,Chino Pants,Bottoms,5900,1,5900
O00547,2024-09-22,C131,female,40s,P14,Sneakers,Shoes,8900,1,8900
O00548,2024-09-23,C025,female,20s,P05,Skinny Denim,Bottoms,7900,1,7900
O00548,2024-09-23,C025,female,20s,P20,Cap,Accessories,2400,1,2400
O00548,2024-09-23,C025,female,20s,P21,Socks Set,Accessories,1500,1,1500
O00549,2024-09-23,C053,female,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00549,2024-09-23,C053,female,30s,P17,Tote Bag,Bags,6900,1,6900
O00550,2024-09-24,C003,female,40s,P06,Wide Pants,Bottoms,6900,1,6900
O00550,2024-09-24,C003,female,40s,P15,Loafers,Shoes,11800,1,11800
O00550,2024-09-24,C003,female,40s,P20,Cap,Accessories,2400,1,2400
O00551,2024-09-24,C016,female,40s,P06,Wide Pants,Bottoms,6900,2,13800
O00551,2024-09-24,C016,female,40s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00552,2024-09-25,C119,female,20s,P01,T-shirt,Tops,2900,1,2900
O00552,2024-09-25,C119,female,20s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00553,2024-09-26,C015,female,30s,P09,Trench Coat,Outerwear,24800,1,24800
O00553,2024-09-26,C015,female,30s,P17,Tote Bag,Bags,6900,1,6900
O00554,2024-09-26,C022,male,20s,P09,Trench Coat,Outerwear,24800,1,24800
O00555,2024-09-26,C032,male,50+,P12,Shirt Dress,Dresses,8900,1,8900
O00555,2024-09-26,C032,male,50+,P17,Tote Bag,Bags,6900,1,6900
O00556,2024-09-28,C014,female,10s,P04,Hoodie,Tops,5900,1,5900
O00557,2024-09-29,C001,male,10s,P04,Hoodie,Tops,5900,1,5900
O00557,2024-09-29,C001,male,10s,P05,Skinny Denim,Bottoms,7900,1,7900
O00557,2024-09-29,C001,male,10s,P08,Chino Pants,Bottoms,5900,1,5900
O00558,2024-09-29,C001,male,10s,P09,Trench Coat,Outerwear,24800,1,24800
O00559,2024-09-29,C019,female,40s,P04,Hoodie,Tops,5900,1,5900
O00559,2024-09-29,C019,female,40s,P05,Skinny Denim,Bottoms,7900,1,7900
O00559,2024-09-29,C019,female,40s,P06,Wide Pants,Bottoms,6900,1,6900
O00560,2024-09-29,C043,female,20s,P17,Tote Bag,Bags,6900,2,13800
O00561,2024-09-29,C070,female,20s,P05,Skinny Denim,Bottoms,7900,1,7900
O00561,2024-09-29,C070,female,20s,P13,Knit Dress,Dresses,9900,1,9900
O00562,2024-09-29,C103,female,20s,P03,Blouse,Tops,4900,1,4900
O00563,2024-09-30,C017,female,40s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00563,2024-09-30,C017,female,40s,P19,Scarf,Accessories,2900,1,2900
O00564,2024-10-01,C009,female,50+,P04,Hoodie,Tops,5900,1,5900
O00564,2024-10-01,C009,female,50+,P19,Scarf,Accessories,2900,1,2900
O00565,2024-10-01,C015,female,30s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00565,2024-10-01,C015,female,30s,P10,Down Jacket,Outerwear,19800,1,19800
O00565,2024-10-01,C015,female,30s,P21,Socks Set,Accessories,1500,1,1500
O00566,2024-10-02,C013,female,20s,P02,Knit Sweater,Tops,6900,1,6900
O00566,2024-10-02,C013,female,20s,P13,Knit Dress,Dresses,9900,1,9900
O00566,2024-10-02,C013,female,20s,P20,Cap,Accessories,2400,1,2400
O00567,2024-10-02,C051,male,40s,P10,Down Jacket,Outerwear,19800,1,19800
O00568,2024-10-03,C008,male,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00568,2024-10-03,C008,male,30s,P10,Down Jacket,Outerwear,19800,1,19800
O00569,2024-10-03,C017,female,40s,P10,Down Jacket,Outerwear,19800,1,19800
O00570,2024-10-03,C019,female,40s,P08,Chino Pants,Bottoms,5900,1,5900
O00570,2024-10-03,C019,female,40s,P09,Trench Coat,Outerwear,24800,1,24800
O00570,2024-10-03,C019,female,40s,P16,Ankle Boots,Shoes,13800,1,13800
O00571,2024-10-03,C038,female,20s,P14,Sneakers,Shoes,8900,2,17800
O00571,2024-10-03,C038,female,20s,P21,Socks Set,Accessories,1500,2,3000
O00572,2024-10-04,C019,female,40s,P05,Skinny Denim,Bottoms,7900,1,7900
O00572,2024-10-04,C019,female,40s,P14,Sneakers,Shoes,8900,1,8900
O00572,2024-10-04,C019,female,40s,P15,Loafers,Shoes,11800,1,11800
O00573,2024-10-04,C030,female,10s,P04,Hoodie,Tops,5900,1,5900
O00573,2024-10-04,C030,female,10s,P14,Sneakers,Shoes,8900,1,8900
O00573,2024-10-04,C030,female,10s,P15,Loafers,Shoes,11800,1,11800
O00574,2024-10-04,C053,female,30s,P14,Sneakers,Shoes,8900,1,8900
O00575,2024-10-06,C014,female,10s,P01,T-shirt,Tops,2900,1,2900
O00575,2024-10-06,C014,female,10s,P04,Hoodie,Tops,5900,1,5900
O00575,2024-10-06,C014,female,10s,P15,Loafers,Shoes,11800,1,11800
O00576,2024-10-06,C029,female,30s,P12,Shirt Dress,Dresses,8900,2,17800
O00577,2024-10-06,C046,female,30s,P10,Down Jacket,Outerwear,19800,1,19800
O00578,2024-10-06,C055,female,30s,P08,Chino Pants,Bottoms,5900,1,5900
O00578,2024-10-06,C055,female,30s,P16,Ankle Boots,Shoes,13800,1,13800
O00579,2024-10-07,C029,female,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00579,2024-10-07,C029,female,30s,P08,Chino Pants,Bottoms,5900,1,5900
O00579,2024-10-07,C029,female,30s,P09,Trench Coat,Outerwear,24800,1,24800
O00580,2024-10-07,C072,female,40s,P02,Knit Sweater,Tops,6900,1,6900
O00581,2024-10-07,C099,female,30s,P09,Trench Coat,Outerwear,24800,1,24800
O00581,2024-10-07,C099,female,30s,P10,Down Jacket,Outerwear,19800,1,19800
O00582,2024-10-07,C102,male,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00582,2024-10-07,C102,male,30s,P06,Wide Pants,Bottoms,6900,2,13800
O00582,2024-10-07,C102,male,30s,P14,Sneakers,Shoes,8900,1,8900
O00583,2024-10-08,C040,female,40s,P05,Skinny Denim,Bottoms,7900,1,7900
O00584,2024-10-09,C013,female,20s,P06,Wide Pants,Bottoms,6900,1,6900
O00584,2024-10-09,C013,female,20s,P11,Denim Jacket,Outerwear,9800,1,9800
O00584,2024-10-09,C013,female,20s,P14,Sneakers,Shoes,8900,1,8900
O00585,2024-10-09,C027,female,40s,P13,Knit Dress,Dresses,9900,1,9900
O00586,2024-10-09,C032,male,50+,P05,Skinny Denim,Bottoms,7900,1,7900
O00586,2024-10-09,C032,male,50+,P10,Down Jacket,Outerwear,19800,2,39600
O00586,2024-10-09,C032,male,50+,P14,Sneakers,Shoes,8900,1,8900
O00587,2024-10-10,C015,female,30s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00587,2024-10-10,C015,female,30s,P10,Down Jacket,Outerwear,19800,1,19800
O00588,2024-10-10,C046,female,30s,P15,Loafers,Shoes,11800,1,11800
O00589,2024-10-10,C054,male,10s,P04,Hoodie,Tops,5900,1,5900
O00589,2024-10-10,C054,male,10s,P09,Trench Coat,Outerwear,24800,1,24800
O00589,2024-10-10,C054,male,10s,P14,Sneakers,Shoes,8900,1,8900
O00590,2024-10-11,C019,female,40s,P04,Hoodie,Tops,5900,1,5900
O00590,2024-10-11,C019,female,40s,P08,Chino Pants,Bottoms,5900,1,5900
O00591,2024-10-11,C039,female,20s,P03,Blouse,Tops,4900,1,4900
O00591,2024-10-11,C039,female,20s,P05,Skinny Denim,Bottoms,7900,2,15800
O00591,2024-10-11,C039,female,20s,P21,Socks Set,Accessories,1500,1,1500
O00592,2024-10-11,C064,female,40s,P02,Knit Sweater,Tops,6900,1,6900
O00593,2024-10-11,C098,female,20s,P04,Hoodie,Tops,5900,1,5900
O00594,2024-10-11,C100,female,40s,P09,Trench Coat,Outerwear,24800,1,24800
O00594,2024-10-11,C100,female,40s,P10,Down Jacket,Outerwear,19800,1,19800
O00594,2024-10-11,C100,female,40s,P12,Shirt Dress,Dresses,8900,2,17800
O00595,2024-10-12,C019,female,40s,P07,Pleated Skirt,Bottoms,5900,1,5900
O00595,2024-10-12,C019,female,40s,P17,Tote Bag,Bags,6900,1,6900
O00596,2024-10-12,C022,male,20s,P11,Denim Jacket,Outerwear,9800,1,9800
O00596,2024-10-12,C022,male,20s,P19,Scarf,Accessories,2900,1,2900
O00597,2024-10-12,C065,male,20s,P06,Wide Pants,Bottoms,6900,1,6900
O00597,2024-10-12,C065,male,20s,P08,Chino Pants,Bottoms,5900,1,5900
O00598,2024-10-13,C020,female,20s,P02,Knit Sweater,Tops,6900,1,6900
O00598,2024-10-13,C020,female,20s,P19,Scarf,Accessories,2900,1,2900
O00599,2024-10-13,C028,female,20s,P15,Loafers,Shoes,11800,1,11800
O00600,2024-10-13,C055,female,30s,P04,Hoodie,Tops,5900,1,5900
O00600,2024-10-13,C055,female,30s,P06,Wide Pants,Bottoms,6900,2,13800
O00600,2024-10-13,C055,female,30s,P14,Sneakers,Shoes,8900,1,8900
O00601,2024-10-14,C013,female,20s,P02,Knit Sweater,Tops,6900,1,6900
O00601,2024-10-14,C013,female,20s,P17,Tote Bag,Bags,6900,1,6900
O00602,2024-10-14,C033,male,40s,P02,Knit Sweater,Tops,6900,1,6900
O00602,2024-10-14,C033,male,40s,P20,Cap,Accessories,2400,1,2400
O00602,2024-10-14,C033,male,40s,P21,Socks Set,Accessories,1500,1,1500
O00603,2024-10-14,C052,female,30s,P05,Skinny Denim,Bottoms,7900,1,7900
O00604,2024-10-14,C101,female,20s,P04,Hoodie,Tops,5900,1,5900
O00605,2024-10-14,C102,male,30s,P04,Hoodie,Tops,5900,1,5900
O00605,2024-10-14,C102,male,30s,P21,Socks Set,Accessories,1500,1,1500
O00606,2024-10-15,C013,female,20s,P07,Pleated Skirt,Bottoms,5900,1,5900
