mesh_code,est_all,emp_all,est_manufacturing,emp_manufacturing,est_ict,emp_ict,est_wholesale_retail,emp_wholesale_retail,est_finance,emp_finance,est_real_estate,emp_real_estate,est_professional,emp_professional,est_accommodation_food,emp_accommodation_food,est_medical_welfare,emp_medical_welfare,lat,lon,ward_code,ward_ja
533945502,195,1113,3,27,5,56,41,173,1,3,26,73,14,51,30,76,24,412,35.71041666666667,139.634375,13115,杉並区
533945503,60,426,0,0,1,1,15,204,0,0,11,25,4,11,4,14,3,80,35.71458333333334,139.628125,13115,杉並区
533945504,130,953,6,15,2,3,41,248,2,12,11,27,8,13,9,30,18,241,35.71458333333334,139.634375,13115,杉並区
533945511,89,548,0,0,3,42,9,28,0,0,16,48,11,70,4,45,9,103,35.71041666666667,139.640625,13115,杉並区
533945512,169,674,9,33,5,6,32,149,1,8,29,52,10,39,22,60,17,128,35.71041666666667,139.646875,13114,中野区
533945513,65,354,3,7,3,4,10,74,0,0,13,29,5,8,3,13,5,68,35.71458333333334,139.640625,13115,杉並区
533945514,95,366,2,12,3,5,12,55,0,0,20,40,10,19,5,21,11,95,35.71458333333334,139.646875,13114,中野区
533945521,224,1281,3,10,11,37,36,265,2,24,66,159,21,51,20,214,15,138,35.71041666666667,139.65312500000002,13114,中野区
533945522,109,2587,1,2,5,41,19,163,0,0,13,23,11,39,13,93,15,1464,35.71041666666667,139.659375,13114,中野区
533945523,111,538,8,14,4,23,22,86,1,1,20,43,8,11,9,66,10,66,35.71458333333334,139.65312500000002,13114,中野区
533945524,56,475,1,3,2,2,8,54,0,0,9,18,5,13,3,13,6,81,35.71458333333334,139.659375,13114,中野区
533945531,926,10493,13,138,36,436,264,2084,22,662,98,1449,65,529,191,1171,66,1052,35.71041666666667,139.665625,13114,中野区
533945532,172,1530,5,24,8,28,38,402,2,6,29,67,16,143,8,38,19,266,35.71041666666667,139.671875,13114,中野区
533945533,224,1487,8,15,10,78,52,538,0,0,28,103,24,70,19,82,20,221,35.71458333333334,139.665625,13114,中野区
533945534,274,1424,4,16,6,53,49,268,4,29,36,106,14,50,68,241,29,164,35.71458333333334,139.671875,13114,中野区
533945541,134,1262,5,36,2,95,19,129,0,0,28,54,5,67,12,91,16,164,35.71041666666667,139.67812500000002,13114,中野区
533945542,276,3664,8,109,13,312,53,640,4,1271,48,183,18,141,28,201,36,204,35.71041666666667,139.68437500000002,13114,中野区
533945543,60,248,3,22,2,7,11,46,0,0,9,15,3,14,2,15,1,7,35.71458333333334,139.67812500000002,13114,中野区
533945544,175,979,9,74,10,39,33,288,3,19,23,44,9,24,24,126,17,145,35.71458333333334,139.68437500000002,13104,新宿区
533945551,191,1805,6,58,8,32,37,419,5,142,44,98,9,32,13,58,24,314,35.71041666666667,139.690625,13114,中野区
533945552,298,4312,8,71,40,1205,57,571,4,25,38,869,39,476,14,46,22,198,35.71041666666667,139.696875,13104,新宿区
533945553,216,1260,21,112,5,12,39,282,1,10,26,67,7,46,30,88,24,193,35.71458333333334,139.690625,13104,新宿区
533945554,175,2026,8,140,9,131,19,102,2,11,26,113,21,413,17,64,23,412,35.71458333333334,139.696875,13104,新宿区
533945561,860,10052,20,101,85,1548,120,1280,8,144,100,375,171,669,65,651,64,844,35.71041666666667,139.703125,13104,新宿区
533945562,577,7345,14,162,74,1703,78,559,3,3,72,276,69,531,84,808,63,1316,35.71041666666667,139.709375,13104,新宿区
533945563,981,12952,16,261,54,1014,127,2035,21,851,129,684,125,855,205,2106,59,563,35.71458333333334,139.703125,13104,新宿区
533945564,537,10242,25,1703,57,1472,70,1050,7,732,61,323,77,1103,59,330,35,348,35.71458333333334,139.709375,13116,豊島区
533945571,224,1693,8,24,10,101,43,274,2,25,27,56,17,176,37,130,26,223,35.71041666666667,139.71562500000002,13104,新宿区
533945572,262,2914,38,359,20,144,44,295,3,226,38,212,12,29,41,484,15,163,35.71041666666667,139.721875,13104,新宿区
533945573,152,989,26,220,5,10,35,318,1,1,19,67,6,8,11,61,12,133,35.71458333333334,139.71562500000002,13116,豊島区
533945574,93,810,10,74,7,38,16,198,0,0,9,24,9,15,8,77,8,98,35.71458333333334,139.721875,13105,文京区
533945581,413,5939,64,522,42,628,51,756,9,467,41,102,48,362,37,1608,21,176,35.71041666666667,139.728125,13105,文京区
533945582,381,3650,43,382,24,591,69,539,5,244,49,171,45,136,29,538,33,482,35.71041666666667,139.734375,13105,文京区
533945583,212,1740,19,196,16,270,36,168,1,1,27,58,20,39,18,164,19,194,35.71458333333334,139.728125,13105,文京区
533945584,116,1094,4,6,5,9,13,43,1,1,30,46,16,27,9,23,10,121,35.71458333333334,139.734375,13105,文京区
533945591,263,7009,35,1004,21,3046,42,522,1,21,35,69,29,83,16,71,9,129,35.71041666666667,139.74062500000002,13105,文京区
533945592,211,2019,10,195,14,93,29,314,2,24,26,66,32,148,20,70,17,199,35.71041666666667,139.74687500000002,13105,文京区
533945593,302,5100,10,1104,22,312,51,843,4,152,54,177,27,87,20,75,35,266,35.71458333333334,139.74062500000002,13105,文京区
533945594,191,1311,51,312,4,27,28,269,0,0,26,127,15,53,12,46,9,88,35.71458333333334,139.74687500000002,13105,文京区
533945601,104,664,7,21,7,169,16,120,0,0,24,41,9,19,5,24,6,45,35.71875,139.628125,13115,杉並区
533945602,82,547,3,9,3,4,9,49,1,1,19,47,7,21,2,13,8,302,35.71875,139.634375,13114,中野区
533945603,103,686,5,8,5,58,25,230,2,26,13,27,4,6,11,76,16,141,35.72291666666667,139.628125,13114,中野区
533945604,73,512,1,2,3,4,8,112,1,0,9,21,8,14,8,18,8,116,35.72291666666667,139.634375,13114,中野区
533945611,48,414,2,15,0,0,9,84,0,0,5,10,4,5,4,21,8,132,35.71875,139.640625,13114,中野区
533945612,118,417,3,4,3,11,24,83,0,0,14,35,10,12,8,19,15,103,35.71875,139.646875,13114,中野区
533945613,272,1413,2,2,4,21,51,303,4,15,29,102,8,19,55,237,40,376,35.72291666666667,139.640625,13114,中野区
533945614,221,1185,3,16,2,2,55,495,1,13,37,117,16,32,19,89,25,168,35.72291666666667,139.646875,13114,中野区
533945621,351,2029,6,47,5,18,76,459,3,24,27,93,17,57,87,459,55,459,35.71875,139.65312500000002,13114,中野区
533945622,59,260,0,0,1,3,5,16,0,0,13,36,7,26,5,20,4,46,35.71875,139.659375,13114,中野区
533945623,200,1385,6,46,6,43,41,301,1,13,28,130,12,111,24,96,29,247,35.72291666666667,139.65312500000002,13114,中野区
533945624,112,847,2,14,2,3,24,162,1,17,19,45,13,36,4,15,15,165,35.72291666666667,139.659375,13114,中野区
533945631,189,1121,2,9,6,25,39,238,2,11,27,63,14,43,30,111,21,220,35.71875,139.665625,13114,中野区
533945632,184,1293,9,49,5,11,34,283,0,0,26,63,9,37,14,50,21,107,35.71875,139.671875,13114,中野区
533945633,210,1319,7,55,6,17,50,316,0,0,30,96,15,35,21,91,23,309,35.72291666666667,139.665625,13114,中野区
533945634,90,834,2,24,4,6,20,89,0,0,17,36,7,35,2,7,8,86,35.72291666666667,139.671875,13114,中野区
533945641,93,1749,9,55,1,15,25,498,1,10,9,20,2,9,10,52,13,237,35.71875,139.67812500000002,13104,新宿区
533945642,90,359,6,26,4,12,14,56,2,2,16,37,3,25,10,24,9,76,35.71875,139.68437500000002,13104,新宿区
533945643,151,1229,15,92,6,11,32,425,1,5,21,61,13,34,7,47,16,267,35.72291666666667,139.67812500000002,13104,新宿区
533945644,214,2452,14,112,7,17,51,696,1,23,22,54,11,46,22,206,23,230,35.72291666666667,139.68437500000002,13116,豊島区
533945651,119,651,7,36,15,66,16,87,0,0,22,81,19,64,6,26,12,70,35.71875,139.690625,13104,新宿区
533945652,93,1499,7,26,5,24,12,176,0,0,17,35,9,28,4,40,10,742,35.71875,139.696875,13104,新宿区
533945653,193,1315,8,35,6,115,49,405,3,21,20,49,10,56,23,66,20,143,35.72291666666667,139.690625,13116,豊島区
533945654,204,1638,8,51,11,28,48,411,2,70,25,79,20,80,11,93,30,396,35.72291666666667,139.696875,13116,豊島区
533945661,132,1692,14,151,11,128,11,73,3,8,21,61,15,149,6,67,7,152,35.71875,139.703125,13104,新宿区
533945662,52,3240,4,53,0,0,10,513,1,1,7,17,3,6,5,54,2,7,35.71875,139.709375,13116,豊島区
533945663,366,2799,5,38,6,146,87,519,3,30,61,233,41,336,35,334,54,300,35.72291666666667,139.703125,13104,新宿区
533945664,353,3913,7,48,31,784,61,648,3,31,50,177,39,256,40,213,46,617,35.72291666666667,139.709375,13116,豊島区
533945671,242,2424,9,38,14,342,50,455,1,3,31,156,33,356,26,79,26,158,35.71875,139.71562500000002,13116,豊島区
533945672,123,3553,8,41,6,211,23,119,1,3,15,57,9,60,12,30,9,57,35.71875,139.721875,13105,文京区
533945673,194,1569,6,41,14,100,46,321,1,1,16,41,17,59,17,120,15,292,35.72291666666667,139.71562500000002,13116,豊島区
533945674,115,742,8,65,7,14,24,126,2,15,17,106,17,65,1,9,4,61,35.72291666666667,139.721875,13116,豊島区
533945681,219,6291,19,319,21,1781,43,535,5,619,28,121,26,137,21,174,9,47,35.71875,139.728125,13105,文京区
533945682,272,4803,7,104,23,653,52,1118,5,40,27,139,19,248,32,339,34,304,35.71875,139.734375,13105,文京区
533945683,150,1493,13,448,10,343,26,187,1,1,16,33,18,72,6,30,16,261,35.72291666666667,139.728125,13105,文京区
533945684,197,3873,11,366,12,248,34,324,2,15,28,55,19,255,14,64,26,1682,35.72291666666667,139.734375,13105,文京区
533945691,319,2656,46,289,20,435,41,587,3,22,39,100,34,119,34,266,31,345,35.71875,139.74062500000002,13105,文京区
533945692,96,2190,13,1202,3,110,19,138,0,0,12,33,10,276,8,53,3,91,35.71875,139.74687500000002,13105,文京区
533945693,131,985,18,203,5,53,21,151,1,2,22,39,14,30,9,38,16,258,35.72291666666667,139.74062500000002,13105,文京区
533945694,127,1172,4,16,4,4,25,394,0,0,35,91,8,18,10,49,9,180,35.72291666666667,139.74687500000002,13105,文京区
533945701,88,623,5,36,5,38,19,116,1,2,9,18,3,6,8,38,7,62,35.72708333333333,139.628125,13114,中野区
533945702,81,611,1,1,6,21,16,150,0,0,24,70,9,30,1,37,7,102,35.72708333333333,139.634375,13114,中野区
533945703,57,342,1,3,4,9,10,27,0,0,8,21,7,21,1,2,8,133,35.73125,139.628125,13114,中野区
533945704,59,349,0,0,5,10,6,33,1,2,13,36,6,12,3,19,6,148,35.73125,139.634375,13114,中野区
533945711,136,1120,2,19,3,5,28,347,4,23,23,65,10,29,9,132,18,173,35.72708333333333,139.640625,13120,練馬区
533945712,58,518,6,25,0,0,14,188,1,1,10,23,5,24,4,30,3,81,35.72708333333333,139.646875,13120,練馬区
533945713,120,1020,2,6,2,7,21,127,0,0,14,37,6,14,10,124,19,473,35.73125,139.640625,13120,練馬区
533945714,97,1055,3,20,3,6,16,114,0,0,13,34,7,12,6,122,15,233,35.73125,139.646875,13120,練馬区
533945721,88,1715,4,10,3,4,21,296,1,3,9,25,6,33,7,199,6,150,35.72708333333333,139.65312500000002,13120,練馬区
533945722,100,1576,3,6,1,2,23,306,0,0,11,40,4,21,5,36,14,469,35.72708333333333,139.659375,13120,練馬区
533945723,107,1129,6,9,5,50,20,270,0,0,11,40,9,202,8,64,12,240,35.73125,139.65312500000002,13120,練馬区
533945724,157,1274,12,123,1,1,38,367,1,2,25,53,5,27,15,47,12,159,35.73125,139.659375,13120,練馬区
533945731,128,2758,4,11,0,0,35,163,2,3,7,19,5,17,10,68,33,2264,35.72708333333333,139.665625,13114,中野区
533945732,98,748,5,38,2,4,16,147,2,4,18,41,5,40,6,17,11,238,35.72708333333333,139.671875,13114,中野区
533945733,87,789,6,38,3,7,22,214,0,0,9,24,4,8,7,123,13,203,35.73125,139.665625,13114,中野区
533945734,140,1005,4,19,7,115,25,215,0,0,27,57,7,12,12,105,15,160,35.73125,139.671875,13114,中野区
533945741,85,580,3,62,2,2,9,55,3,15,20,50,10,55,4,56,13,117,35.72708333333333,139.67812500000002,13104,新宿区
533945742,224,1152,9,46,2,22,58,273,2,11,27,63,9,15,34,160,26,263,35.72708333333333,139.68437500000002,13116,豊島区
533945743,142,3743,9,66,4,11,34,226,3,282,15,33,12,1373,10,40,19,449,35.73125,139.67812500000002,13120,練馬区
533945744,295,1870,9,109,2,3,57,389,3,26,25,53,12,41,55,246,42,439,35.73125,139.68437500000002,13116,豊島区
533945751,245,1458,12,120,3,5,54,469,2,10,42,89,13,65,38,115,30,301,35.72708333333333,139.690625,13116,豊島区
533945752,226,1610,11,28,3,144,38,263,5,21,32,100,15,31,34,219,29,291,35.72708333333333,139.696875,13116,豊島区
533945753,122,789,11,48,2,4,23,209,2,19,9,16,8,19,13,61,9,87,35.73125,139.690625,13116,豊島区
533945754,196,1667,13,163,11,43,40,364,1,21,30,91,19,80,13,52,18,319,35.73125,139.696875,13116,豊島区
533945761,170,1663,5,17,6,35,28,264,5,10,35,77,32,94,7,21,16,319,35.72708333333333,139.703125,13116,豊島区
533945762,1222,26802,13,362,62,1675,456,5986,16,347,89,1197,134,1538,138,5735,58,1004,35.72708333333333,139.709375,13116,豊島区
533945763,519,8796,13,74,36,717,72,672,11,59,61,297,82,801,58,482,33,245,35.73125,139.703125,13116,豊島区
533945764,1716,24072,15,139,46,1175,504,6076,43,606,178,1297,102,584,450,6618,82,1070,35.73125,139.709375,13116,豊島区
533945771,1238,27284,17,338,120,3439,196,3470,82,3257,115,1165,176,1689,162,2049,74,1435,35.72708333333333,139.71562500000002,13116,豊島区
533945772,432,6354,19,155,25,421,114,1127,6,75,37,122,66,1668,41,470,17,227,35.72708333333333,139.721875,13116,豊島区
533945773,1696,31762,25,260,100,3342,375,6307,59,2724,181,1599,204,2337,280,4491,86,1762,35.73125,139.71562500000002,13116,豊島区
533945774,698,23363,20,422,82,5018,147,2450,30,2841,58,1190,90,1042,67,1448,36,454,35.73125,139.721875,13116,豊島区
533945781,604,10510,37,297,52,570,120,2054,11,120,52,182,64,439,50,241,54,504,35.72708333333333,139.728125,13116,豊島区
533945782,193,1856,10,45,4,7,44,611,2,52,33,80,13,50,6,72,14,134,35.72708333333333,139.734375,13116,豊島区
533945783,1117,13557,35,463,89,1877,228,3043,7,75,102,599,111,1625,221,1780,77,1014,35.73125,139.728125,13116,豊島区
533945784,279,4272,12,169,12,564,58,529,2,54,40,109,23,690,21,96,32,285,35.73125,139.734375,13116,豊島区
533945791,248,1303,13,47,12,182,55,297,0,0,53,116,15,69,22,99,24,260,35.72708333333333,139.74062500000002,13105,文京区
533945792,251,2363,13,41,11,664,61,416,2,12,33,68,17,61,20,153,30,277,35.72708333333333,139.74687500000002,13105,文京区
533945793,682,7104,23,125,41,678,144,1349,4,10,94,300,64,335,82,602,68,579,35.73125,139.74062500000002,13116,豊島区
533945794,214,7368,10,723,9,610,45,1353,10,1175,20,574,14,47,14,87,13,119,35.73125,139.74687500000002,13105,文京区
533945801,303,2116,3,68,6,18,70,687,6,103,33,83,10,41,48,283,50,373,35.73541666666667,139.628125,13120,練馬区
533945802,138,1146,4,10,3,6,22,107,0,0,24,75,8,39,12,95,18,371,35.73541666666667,139.634375,13120,練馬区
533945803,78,573,7,94,4,30,9,28,0,0,19,38,8,14,4,15,9,108,35.73958333333334,139.628125,13120,練馬区
533945804,188,1313,9,59,6,16,34,308,3,8,24,70,13,22,19,64,28,390,35.73958333333334,139.634375,13120,練馬区
533945811,302,2356,4,41,4,43,65,583,3,49,38,108,7,11,42,246,54,500,35.73541666666667,139.640625,13120,練馬区
533945812,144,1467,9,54,5,15,24,352,1,2,24,74,19,86,5,48,14,181,35.73541666666667,139.646875,13120,練馬区
533945813,96,804,2,12,6,11,27,266,2,4,12,40,7,51,9,139,9,145,35.73958333333334,139.640625,13120,練馬区
533945814,111,840,2,13,8,24,18,159,4,59,21,54,12,54,3,23,9,122,35.73958333333334,139.646875,13120,練馬区
533945821,693,10019,5,44,20,320,110,1240,14,334,60,257,58,208,156,1412,90,1227,35.73541666666667,139.65312500000002,13120,練馬区
533945822,245,2174,7,74,9,48,46,315,3,62,25,88,19,77,21,130,32,379,35.73541666666667,139.659375,13120,練馬区
533945823,341,3064,4,35,10,23,65,1020,6,74,55,259,14,55,40,325,50,711,35.73958333333334,139.65312500000002,13120,練馬区
533945824,384,2051,7,64,6,17,74,431,4,64,49,202,19,88,64,318,56,437,35.73958333333334,139.659375,13120,練馬区
533945831,128,2584,13,225,9,319,30,557,1,13,22,50,4,8,8,31,7,88,35.73541666666667,139.665625,13120,練馬区
533945832,361,2938,6,55,13,152,68,754,5,83,52,209,20,154,81,657,28,418,35.73541666666667,139.671875,13120,練馬区
533945833,138,1146,7,61,5,51,24,228,1,2,20,48,11,23,15,134,16,124,35.73958333333334,139.665625,13120,練馬区
533945834,338,2222,3,34,1,1,89,588,6,66,41,124,11,32,63,213,43,368,35.73958333333334,139.671875,13120,練馬区
533945841,106,1100,3,5,5,34,23,191,2,5,14,27,8,37,9,69,10,468,35.73541666666667,139.67812500000002,13120,練馬区
533945842,84,1154,5,22,1,1,21,452,1,2,9,14,4,6,6,58,11,360,35.73541666666667,139.68437500000002,13116,豊島区
533945843,74,1772,6,151,2,3,15,91,0,0,5,8,3,4,4,16,13,130,35.73958333333334,139.67812500000002,13120,練馬区
533945844,139,946,10,84,4,11,23,170,0,0,23,56,6,13,11,48,15,138,35.73958333333334,139.68437500000002,13116,豊島区
533945851,185,1132,10,70,6,32,39,267,1,2,24,72,8,47,13,57,26,224,35.73541666666667,139.690625,13116,豊島区
533945852,248,2077,10,64,7,88,67,591,1,12,21,111,18,142,33,216,30,382,35.73541666666667,139.696875,13116,豊島区
533945853,165,1744,7,36,2,12,41,757,1,7,25,157,7,11,21,211,21,174,35.73958333333334,139.690625,13116,豊島区
533945854,83,534,7,26,1,1,16,62,0,0,12,27,7,25,8,76,6,39,35.73958333333334,139.696875,13116,豊島区
533945861,250,2204,22,149,19,235,59,563,2,5,18,67,20,116,31,127,17,463,35.73541666666667,139.703125,13116,豊島区
533945862,936,11280,29,387,96,1757,173,1894,11,105,132,514,137,851,108,1002,62,426,35.73541666666667,139.709375,13116,豊島区
533945863,184,1830,18,115,5,21,40,449,0,0,13,26,13,108,5,21,20,90,35.73958333333334,139.703125,13119,板橋区
533945864,273,3040,16,188,12,67,56,465,2,7,44,98,22,66,13,67,24,258,35.73958333333334,139.709375,13116,豊島区
533945871,411,9026,18,106,49,534,63,680,9,152,49,212,75,481,27,165,29,2576,35.73541666666667,139.71562500000002,13116,豊島区
533945872,170,1301,9,35,9,67,44,280,0,0,12,28,11,46,14,54,18,337,35.73541666666667,139.721875,13116,豊島区
533945873,153,1300,9,60,9,122,25,129,1,2,18,61,4,25,7,46,27,183,35.73958333333334,139.71562500000002,13116,豊島区
533945874,217,1471,21,175,3,10,49,394,2,27,34,66,15,88,14,113,15,103,35.73958333333334,139.721875,13116,豊島区
533945881,327,2852,16,141,13,151,60,633,11,78,35,110,27,210,46,209,33,443,35.73541666666667,139.728125,13116,豊島区
533945882,338,3074,11,52,8,87,121,959,5,511,33,82,19,164,43,305,27,177,35.73541666666667,139.734375,13116,豊島区
533945883,188,1110,13,95,3,6,53,240,1,1,16,43,6,19,18,75,18,257,35.73958333333334,139.728125,13116,豊島区
533945884,166,1672,9,20,6,80,47,458,1,4,16,40,7,20,12,50,14,541,35.73958333333334,139.734375,13116,豊島区
533945891,284,3301,3,14,10,61,62,843,5,32,35,116,19,258,64,753,26,209,35.73541666666667,139.74062500000002,13116,豊島区
533945892,496,5008,18,136,31,413,101,853,5,47,71,248,49,324,63,725,53,554,35.73541666666667,139.74687500000002,13116,豊島区
533945893,141,852,7,45,4,116,37,157,1,10,13,30,10,31,14,66,16,174,35.73958333333334,139.74062500000002,13116,豊島区
533945894,400,2476,20,106,15,105,109,820,3,47,33,71,21,65,53,217,51,336,35.73958333333334,139.74687500000002,13116,豊島区
533945901,100,1030,6,102,1,1,25,344,1,1,10,20,5,8,2,8,10,155,35.743750000000006,139.628125,13120,練馬区
533945902,104,857,9,44,2,5,22,222,0,0,8,16,8,31,6,14,3,29,35.743750000000006,139.634375,13120,練馬区
533945903,111,1036,5,44,3,8,20,110,1,4,16,59,0,0,5,52,10,320,35.747916666666676,139.628125,13120,練馬区
533945904,63,546,1,15,2,3,9,36,0,0,13,35,8,19,2,16,10,205,35.747916666666676,139.634375,13120,練馬区
533945911,41,197,1,2,2,8,11,33,0,0,5,13,3,8,0,0,3,8,35.743750000000006,139.640625,13120,練馬区
533945912,123,1080,1,14,3,8,23,198,4,5,12,28,8,15,28,197,13,160,35.743750000000006,139.646875,13120,練馬区
533945913,79,443,2,6,0,0,20,136,0,0,9,20,3,10,6,31,7,76,35.747916666666676,139.640625,13120,練馬区
533945914,113,769,7,38,0,0,24,254,1,13,18,56,10,17,8,85,13,172,35.747916666666676,139.646875,13120,練馬区
533945921,55,348,2,5,2,9,8,18,1,3,3,8,6,21,4,25,6,129,35.743750000000006,139.65312500000002,13120,練馬区
533945922,66,335,1,2,1,2,8,45,0,0,17,38,6,9,4,26,7,144,35.743750000000006,139.659375,13120,練馬区
533945923,66,264,2,9,4,6,16,85,0,0,8,22,5,7,1,2,7,26,35.747916666666676,139.65312500000002,13120,練馬区
533945924,49,179,3,13,3,12,8,28,0,0,8,18,7,12,2,6,3,13,35.747916666666676,139.659375,13120,練馬区
533945931,120,739,3,9,7,11,19,101,0,0,10,29,13,28,6,23,23,343,35.743750000000006,139.665625,13120,練馬区
533945932,72,629,1,3,7,39,14,149,0,0,9,24,7,34,6,66,13,188,35.743750000000006,139.671875,13120,練馬区
533945933,114,1576,4,56,1,3,27,481,1,1,15,56,5,6,11,123,18,205,35.747916666666676,139.665625,13120,練馬区
533945934,96,794,10,61,4,8,20,331,0,0,19,116,3,12,4,23,10,107,35.747916666666676,139.671875,13120,練馬区
533945941,150,1751,6,48,4,16,32,278,1,6,20,68,9,23,13,108,21,181,35.743750000000006,139.67812500000002,13120,練馬区
533945942,102,1531,17,219,4,13,14,235,1,1,15,40,1,1,4,29,15,754,35.743750000000006,139.68437500000002,13119,板橋区
533945943,164,2089,11,60,2,28,42,386,1,5,14,41,4,12,17,176,23,1029,35.747916666666676,139.67812500000002,13119,板橋区
533945944,111,1212,13,80,0,0,27,148,1,13,9,95,5,15,12,46,13,491,35.747916666666676,139.68437500000002,13119,板橋区
533945951,92,453,9,31,1,1,14,57,0,0,8,16,10,20,1,6,13,149,35.743750000000006,139.690625,13119,板橋区
533945952,119,1103,13,76,1,13,28,230,1,6,12,33,4,6,7,17,14,179,35.743750000000006,139.696875,13119,板橋区
533945953,108,3344,4,44,1,1,21,161,2,5,6,17,5,17,21,178,15,1679,35.747916666666676,139.690625,13119,板橋区
533945954,229,2166,5,29,2,34,62,792,5,61,31,140,11,31,29,120,30,593,35.747916666666676,139.696875,13119,板橋区
533945961,256,2471,60,744,4,14,56,726,2,23,23,52,14,104,18,75,16,127,35.743750000000006,139.703125,13119,板橋区
533945962,189,1546,40,378,2,3,34,222,1,15,18,39,5,11,9,40,17,316,35.743750000000006,139.709375,13116,豊島区
533945963,573,4370,18,181,12,49,127,867,8,36,54,209,18,51,139,1034,62,453,35.747916666666676,139.703125,13119,板橋区
533945964,244,2983,21,218,9,58,51,752,0,0,29,62,17,50,30,107,11,133,35.747916666666676,139.709375,13119,板橋区
533945971,192,1096,18,156,4,5,43,270,3,40,28,59,15,32,13,52,18,173,35.743750000000006,139.71562500000002,13116,豊島区
533945972,351,2742,17,91,6,30,84,882,2,10,48,99,25,89,40,325,43,601,35.743750000000006,139.721875,13117,北区
533945973,504,4349,21,129,25,236,106,1160,9,171,35,89,55,302,60,306,63,551,35.747916666666676,139.71562500000002,13119,板橋区
533945974,437,4229,20,134,19,94,79,1566,3,27,58,199,34,256,97,463,31,342,35.747916666666676,139.721875,13117,北区
533945981,215,3186,6,42,3,229,50,551,2,30,23,68,10,37,36,215,24,270,35.743750000000006,139.728125,13116,豊島区
533945982,181,798,21,119,2,14,32,99,4,15,38,56,5,17,19,63,16,193,35.743750000000006,139.734375,13117,北区
533945983,144,1090,9,74,0,0,46,319,2,13,11,26,9,46,10,43,12,130,35.747916666666676,139.728125,13117,北区
533945984,154,1041,11,48,1,3,19,102,4,75,24,30,10,65,11,23,17,128,35.747916666666676,139.734375,13117,北区
533945991,163,1720,6,22,3,8,38,266,1,15,22,40,17,300,12,55,18,851,35.743750000000006,139.74062500000002,13117,北区
533945992,116,944,2,5,2,7,26,238,0,0,23,43,5,10,11,69,7,86,35.743750000000006,139.74687500000002,13117,北区
533945993,104,2671,10,1487,3,9,17,69,1,0,13,33,7,86,5,23,7,30,35.747916666666676,139.74062500000002,13117,北区
533945994,106,1057,12,46,3,8,20,137,1,4,8,21,5,63,9,23,10,85,35.747916666666676,139.74687500000002,13117,北区
533946001,2342,47677,52,1210,144,8209,356,8969,107,3795,205,3227,618,5646,266,1937,91,1420,35.66875,139.753125,13103,港区
533946002,1967,57295,20,1806,65,3036,325,5040,31,787,157,1364,104,2371,934,7925,66,709,35.66875,139.759375,13102,中央区
533946003,324,29279,0,0,30,1756,38,2776,15,1191,12,934,44,716,42,441,24,285,35.67291666666667,139.753125,13101,千代田区
533946004,1460,36940,17,3420,51,4091,384,3512,49,1336,97,1216,180,9805,387,7095,47,871,35.67291666666667,139.759375,13101,千代田区
533946011,2190,43632,28,875,182,6922,551,8708,82,3247,165,2169,309,4741,380,4021,107,1299,35.66875,139.765625,13102,中央区
533946012,1373,28505,46,868,132,3308,275,4102,22,455,96,341,267,3268,195,1670,62,438,35.66875,139.771875,13102,中央区
533946013,2686,48600,21,831,63,1594,933,13334,52,674,230,2412,223,2215,429,5834,173,2195,35.67291666666667,139.765625,13102,中央区
533946014,2010,31725,73,1306,168,5971,454,5318,44,741,177,2978,359,2630,154,946,77,1167,35.67291666666667,139.771875,13102,中央区
533946021,562,17851,57,1055,53,2734,129,3803,15,467,45,312,70,756,38,449,27,3068,35.66875,139.77812500000002,13102,中央区
533946022,175,3497,2,87,8,21,36,512,2,5,24,88,21,77,18,114,17,345,35.66875,139.784375,13102,中央区
533946023,1298,16551,111,1087,146,2168,320,5301,29,824,96,720,194,1403,86,623,54,460,35.67291666666667,139.77812500000002,13102,中央区
533946024,233,8056,15,180,34,1887,39,2144,33,2248,15,180,25,263,15,91,17,197,35.67291666666667,139.784375,13102,中央区
533946031,86,1006,10,75,4,64,25,280,0,0,4,16,11,34,4,35,4,17,35.66875,139.790625,13108,江東区
533946032,280,2447,29,894,1,6,49,468,1,1,28,121,17,41,70,323,25,197,35.66875,139.796875,13108,江東区
533946033,280,4261,43,343,10,878,69,789,6,323,24,111,15,81,20,64,12,154,35.67291666666667,139.790625,13108,江東区
533946034,628,8163,24,153,16,245,135,1274,4,121,57,261,35,622,149,1302,47,592,35.67291666666667,139.796875,13108,江東区
533946041,386,14441,12,199,31,2956,80,3161,27,2185,21,259,23,330,57,463,34,487,35.66875,139.80312500000002,13108,江東区
533946042,486,5207,23,225,23,712,105,1134,4,59,45,529,25,70,81,406,37,380,35.66875,139.80937500000002,13108,江東区
533946043,223,4545,27,444,12,738,55,969,2,39,33,145,14,140,12,52,12,321,35.67291666666667,139.80312500000002,13108,江東区
533946044,148,3016,14,91,7,559,24,287,0,0,16,47,12,347,12,37,11,384,35.67291666666667,139.80937500000002,13108,江東区
533946051,360,10449,10,144,21,670,64,1180,14,1927,35,374,31,1402,42,646,27,296,35.66875,139.815625,13108,江東区
533946052,218,10359,5,151,15,1241,48,2571,2,101,13,60,20,193,36,315,13,272,35.66875,139.821875,13108,江東区
533946053,262,8128,12,74,15,1625,53,784,9,1017,18,95,19,172,26,521,30,361,35.67291666666667,139.815625,13108,江東区
